"shutdown_id";"comment"
255;с. Кротовка, ул. Родниковая, 15 утечка из п/з. Без ХВС Новая Кротовка
256;Клубная, 10 утечка из п/з, Д=200. Без ХВС ул. Клубная, 8, 8а, 10,12, ул. Хрустальная, 14,16,18
257;Отрадная 5 , санация в/сетей Д=100, без ХВС Отрадная 5(10 эт.)
258;Доватора 1- ремонт задвижки Д=100, без ХВС пер. Рузаевский -20 ч/домов
259;"Маяковского 13 замена задвиж. Д=50, без ХВС  Маяковского 13; 3 пер. Баумана 4(4 эт.)"
260;Баратаевка: Мира 92 утечка из п/з Д=100, без ХВС Баратаевка
261;ул. Шолмова, 5 ремонт задвижки, Д=100. Без ХВС Шолмова, 5
262;Куйбышева 4 утечка из п/з Д=300, без ХВС Куйбышева 2(СИЗО), 4(Лицей), 8,10,12(3 эт.)
263;из п/з Д=100 , без хвс Старая Кротовка
264;из в/к. Без хвс  Ефремова 51,57,63,69,73, 52(ГИБДД), 50,58 (ВМ Клиник) ,Промышленная 6 (ПЧ)
265;Техн. откл. ХВС – утечка из-под земли Д=100: с. Баратаевка, ул. Мира 92
267;Техн. откл. ХВС – замена задвижки Д=100
268;Техн. откл. ХВС – замена задвижки Д=100
269;Техн. откл. ХВС – утечка из колодца Д=100, ул. Ленина 96
270;Техн. откл. ХВС – утечка из-под земли Д=100, ул. Орджоникидзе 35
271;Техн. откл. ХВС – утечка из-под земли Д=100, ул. Орджоникидзе 35
272;Техн. откл. ХВС - утечка из-под земли Д=300, ул. Куйбышева 2. Без ХВС: Куйбышева 2 (СИЗО), 4 (техникум), 8,10,12. Раб. Водоканал
273;с. Кротовка, ул. Солнечная - утечка из-под земли, Д=100. Откл. ХВС: с. Старая Кротовка. Работает водоканал
274;с. Кротовка, ул. Солнечная - утечка из-под земли, Д=100. Откл. ХВС: с. Старая Кротовка. Работает водоканал
275;Ефремова 57 утечка из колодца д=100, без ХВС Ефремова 58б.
276;пер. Рузаевский, 1 утечка из п/з, Д=100. Без ХВС пер. Рузаевский, 4-32 (частн.дома, четная линия)
277;из п/з Д-400. Без хвс Рябикова 22,24,26,32,40
278;Рябикова 60 утечка из-под земли д=100, без ХВС Рябикова 60, 60а.
279;Красноярская 137 утечка из колодца д=150, без ХВС Ближняя Вырыпаевка.
280;п.Вырыавевка, ул. Красноярская, 34 утечка из п/з, Д=150. Без ХВС ближняя Вырыпаевка.
282;Зап. бульвар, 16 замена участка трубы в/с , Д=200. Без ХВС Зап. бульвар 11,16,16а,18,18а, Достоевского, 24
283;ул. Горина, 49 утечка из кол-ца, Д=150. Без ХВС Горина 39-73 (нечетн., частн.дома)
284;из п/з Д=100мм
285;"Замена ОДПУ ""ульяновскэнерго"""
287;К. Маркса/Крупская  утечка из колодца д=100, без ХВС Папова 1-я, Некрасова 4 дома, К. Маркса 29-133.
288;Тухачевского 17 ВПУ замена задвижки д=100, без ХВС Радищева 124, 126, Сев. Венец 14-20
289;Корунковой 11 утечка из колодца д=200, без ХВС Фруктовая 4, Шолмова 14/9, Коруковой 7, 11, 15, 19.
290;с. Арское ул. Цветочная 16 утечка из-под земли д=100, без ХВС ул. Цветочная 1-18.
291;Репина, 45 замена задвижки, Д=150. Без ХВС Репина 45-53 (нечетн.)
292;из п/з Д-150. Без хвс п. Мостовая
293;Пр. Гая 57/2 замена задвидки д=200, без ХВС Варейкиса 1, 3, пр. Гая 47, 47а, 51, 53, 55, 57/1, 57/2.
294;п. Мостовая пер. Яблоневый/ Ботаническая утечка из-под земли д=150, без ХВС п. Мостовая.
295;Камышинская 15а замена заглушки д=400, без ХВС Камышинская 15, 15а.
296;Карлинское: Ватутина 4 из п/з =100, без ХВС 20 ч/д
297;"Ростовская 61 замена ввода Д=63, без ХВС Ростовская 53,55,57,61; пер. Октябрьский 6а(2эт.)"
298;К. Маркса 63 ремонт задвижки д=100, без ХВС К. Маркса 49-133, Некрасова 1-6, Попова 1-я, 2-я, Омская 4
331;Варейкиса 25 врезка водопроводной сети д=100, без ХВС Варейкиса 23, 25.
332;Артема 17 утечка из колодца д=300
333;"Промышленная 84 утечка из п/з Д=200, без ХВС Промышленная 84; Шолмова 1,3,5;Фруктовая  1, 3(школа №78)"
334;Рябикова, 45 утечка из колодца, Д=100
335;из п/з Д=100 без хвс ул.Полевая (14ч/д)
336;из п/з Д=100
337;д. Протопоповка ул. Заречная 4 утечка из-под земли д=100, без ХВС д. Протопоповка.
338;"Аблукова 75а утечка из кол-ца Д=300, без ХВС Аблукова 71-75(неч.),75а; Артема 11,17"
339;из кол-ца, Д=100 , без хвс Ростов. 19-29, Октябрьск. 4-8, пер. Октябрьский 1-7
340;Азовская 66 утечка из п/з Д=100, без ХВС Азовская 66,66а,66б,64,64а
341;Протопоповка: Центральная-Придорожная монтаж регулятора давления, без ХВС Центральная, Луговая, Сиреневая-20 ч/д
342;Арское: Цветочная 1 замена задвижки Д=100, без ХВС с. Арское
343;Баратаевка, ул.Мира, 162 утечка из п/з, Д=100. Без ХВС Баратаевка
344;Баратаевка, ул.Луговая, 4 утечка из п/з, Д=100. Без ХВС Баратаевка
345;Локомотивная, 152 ремонт задвижки, Д=150.
346;из п/з Д=100 . Без хвс с. Арское
347;утечка в проходном канале Д-200
348;Артёма 17, 21 утечка из колодца д=300
349;Красноярская 107 утечка из п/з Д=150, без ХВС Красноярская ,Совхозная,пер.Совхозный,Вырыпаевская
350;"Хрустальная 41 утечка из п/з Д=200, без ХВС Хрустальная 39,41,43,43а,45;Варейкиса 38,39а"
351;"Карамзинская дорога ,с/о ""Рябинка"" замена задвиж. Д=100, на пониж. давл. Верх. и Нижн. Карамзинка"
352;Хваткова 2а корп. 1 утечка из кол-ца Д=100, без ХВС Хваткова 2а корп.1
353;Мостостроителей, 61 утечка из в/к, Д=150. Без ХВС п.Мостоотряд
354;Красноармейская, 174 утечка из п/з, Д=300. Без ХВС Красноармейская 123-168 (частн.дома)
355;с. Арское, ул. Цветочная, 1а утечка из п/з, Д=100. Без ХВС Арское
356;"пр. Гая 1 замена задвиж. Д=100, без ХВС Локомотивная 21-79(неч.); пр. Гая 4-34(четн.);1,2 пер. Винновский ;1,2 пер. Локомотивный ; пер. Швера"
357;Лаишевка  ремонт задвижки, Д=100. Без ХВС . с.Каменка, Подгородная Каменка, Протопоповка
358;"3 пр-д /8 пр-д  Инженерный утечка из п/з, Д=200. Без ХВС 8 пр. Инженерный (от 3 до 9 пр-да Инженерный), админ.здания"
359;из п\з д200  Без хвс Нариманова 1,1г,3,5, ч/д в границах: Кооперат.- пер.Новикова- Лермонтова- Нариманова
360;из п\з д-400
361;"Варейкиса 37 ремонт задвиж. Д=300, без ХВС Варейкиса 31-47(неч.); 36-48(четн. );Хрустальная 5-45(неч.)Кольцевая 2-10 (четн.)"
362;сп.Халтурина/ Кузнецова замена задвижки, Д=100. Без ХВС  Кузнецова 5,5а,16а,18,20,24, Спасская 4,6,8,12а, Плеханова 21,Соборная площадь 1
363;Рябикова, 118 утечка из п/з, Д=300. Без ХВС Рябикова 116,118,122, Шигаева 3,11,18
364;из п/з Д-500. Без хвс С.Тюленина (от Казанской  до Р. Люксембург), 1,2,пер. Декабристов, Бакинская (от Тюленина до Юности)
365;Хрустальная 31 замена задвижки д=100
366;Толбухина/Маяковского утечка из-под земли д=100
367;"Аблукова 23 утечка из кол-ца, без ХВС Аблукова 17-39(неч.);Пушкарева 6-50(четн.); Московское шоссе 100,100а,100б,102,102б"
368;"У. Громовой 5 замена задвиж. Д=100, без ХВС Р. Люксембург 30-36,36а ; Л. Шевцовой 54б(5 корп.),55а"
369;Арское: Юбилейная 28 замена узла Д=100, без ХВС с. Арское
370;Пластова-Гончарова подготовка к замене в/сетей Д=150, без ХВС Дм. Ульянова 5б, Пластова 6,Радищева 1
371;"3/8 пр. Инженерный  санация водопроводной сети д=100, без ХВС 3, 8 пр. Инженерный."
372;Р. Люксембург 1б замена задвижки д=150
373;"Белинского 86 из п/з Д=100, без ХВС Белинского(от ул. Дачная до Декабристов ); ул . Дачная 43-61;Чайковского 72-82;1 пер. С. Лазо 44-76(78 ч/домов);"
374;из п\з д-200 , без хвс Ульяновская 2б (собор)
375;замена узла Д-150
376;из п/з Д-400 без хвс Ефремова 45-73, 52 (ГИБДД), 58 (Мед.центр ВМ-Клиник)
377;Спасская 1 утечка из-под земли д=400
378;п. Пригородный ул. Новая 18 утечка из колодца д=100, без ХВС Молодёжная, Новая, Школьная.
379;Мичурина 33 замена вентиля д=50
380;"12 сентября/Ульяновская переврезка в/сети д=200"
381;"12 сентября/Ульяновская переврезка в/сети д=200. без ХВС ул. Ульяновская."
382;Ефремова 45 утечка из-под земли д=400.
383;из п/з Д-150
384;Лаишевка: поле из п/з Д=200, без  ХВС Протопоповка, Подгор. Каменка, Каменка-180 ч/д
385;Димитрова 73 утечка из п/з Д=150, без ХВС Димитрова 71,73(9 эт.)
386;Ак. Павлова 113 из кол-ца , без ХВС ул. Балтийская, Ак. Павлова 32,34,73,75,77
387;с. Баратаевка, ул. Герасимова, 5, 9 ,11, 15, 17
388;Проведение гидравлических испытаний на внутридомовых сетях.
389;Пониженные параметры ГВС, ремонтные работы на обратном трубопроводе, ул. Александра Невского, 2А, 2Б, корп. 1,2,3,4,5
390;Тех. отключение утечка из под земли Д 100, с. Архангельское, ул. Красноармейская, 48,
391;"Техн.откл.ГВС – рем.работы на тепловых сетях - ул.Стасова 18, Ефремова 16,18,20. Раб. ПАО ""Т плюс"""
392;с. Архангельское ул. Красноармейская 48 утечка из-под земли.
393;с. Баратаевка ул. Мира 176 утечка из-под земли д=100, без ХВС с. Баратаевка.
394;п. Сельдь утечка из колодца д=100. без ХВС п. Сельдь
395;В 10:25 аварийно откл. РП-133 яч.5 ( Гагарина, Тухачевского, Радищева, Кролюницкого.....) и ПП-1898 яч.8 (Крымова, Робеспьера, К.Маркса, Робеспьера.....)
396;Аварийно откл.яч.58 и 60 ПС Северная (Ватутина, Воробьева, П.Морозова, В.Полевая, Р.Люксембург, Радищева, Докучаева
397;"Радищева 142 замена задвиж. Д=150; Новгородская-Радищева утечка из кол-ца Д=300 - без ХВС  Ср. Венец 1-35; Тухачевского(от ул. Радищева до Ср. Венец);кот. Униптимаш,Радищева (от Тухачевского до Радищева 102); на пониж. давл. квадрат улиц  Новгородская-Сев. Венец-Докучаева-О. Кошевого"
398;Аварийное отключение яч. 105 ПС Центральная (ул.К.Либкнехта, Минаева, Ленина, Набережная р.Свияга, Набережная р. Свияги и др.).
399;План.откл.ГВС – замена приборов комм.учета тепловой энергии: Тюленева,12,10,4,6б,8а (д/с 246),8, Карбышева, 9, 1,5,2 (гимн.79),2б(шк.81),6(адм.зд.),5.1(мед.учр.), Лен.Комсомола,27. Раб. Т плюс
400;ГВС на пониженных параметрах – рем. работы на подающем трубопроводе: ул.Б.Хмельницкого, 12,14. Раб. Т плюс
402;Бех Х,В,С 9 Мая 4-18
403;Л. Толстого 44 утечка из-под земли д=175.
404;Куйбышева 14 утечка из п/з Д=300, без ХВС Куйбышева 2(СИ №1), 4(Ж/д техникум), 8-14(четн., 3 эт.)
405;"Баратаевка ""Лукойл"" из п/з Д=300, без ХВС Ст. и Нов. Аэропорт , Моск. шоссе 1ж, ""Лукойл"""
406;"ГВС на пониженных параметрах – рем.работы на подающем тр/проводе: пер.Робеспьера 2/79, ул.Робеспьера 81 к.1,2,3,4, 85, 101,89,ул.К.Маркса 42,38,52. ПАО ""Т Плюс"""
407;План.откл. ГВС – рем.работы на т/сетях: ул. 3 Интернационала 2,4,6,7. МУП «Городской теплосервис»
408;Кузоватовская 6 ремонт ПГ
409;"Техн.откл.ГВС – замена приборов учета тепловой энергии - пр.В.Сурова 25,33,35,27,41,37. Раб. ПАО ""Т плюс"""
410;Пониж.парам-ры ГВС – рем.работы на подающ.трубопроводе - ул.Ленина 25,27,29,33,32,37,41,45,39, ул.Энгельса 1,4, ул.Бебеля 59, пер.Комсомольский 12. Раб. Теплосервис
411;Пониж.парам-ры ГВС – рем.работы на подающ.трубопроводе - пр.В.Сурова 25,37,41,20,22,24,27,35,33,26, пр.Филатова 19. Раб. ПАО Т+
412;План. откл. ГВС – проведение гидравлических испытаний
413;План. откл. ГВС – проведение гидравлических испытаний
414;"Энгельса 50 утечка из п/з Д=200, без ХВС Энгельса 1-60; Ленина 17-83"
447;Московское шоссе 54а из п/з Д=400, без  ХВС Московское шоссе 11-17, 54,54а,54б, 62,64,66,68
448;Л. Шевцовой 54б ремонт узла д=100
449;Б. Хмельницкого 2 утечка из-под земли д=400.
450;П. Морозова 47 замена задвижки д=100.
451;Кирова 4 утечка из-под земли д=200.
452;план. откл. ГВС пр-д Заводской, 23, 23а, 27, 29, ул. Заречная, 1, 2, 24, 27, 29, 3, 31, 33, 35, 5, 7, 9, ул. Краснопролетарская, 10б, 11, 13а, 9, 30, 30а, 32, 6, 15, 18, 19, 21, 23, 25, 28а, ул. Ленинградская, 25, 30, 32, ул. Металлистов, 19, 21, 28, ул. Пионерская, 15а, 17, ул. Почтовая, 28, 29, ул. Рабочая, 8, 11, 13, 17, 21, ул. Советской Армии, 9, ул. Спортплощадь, 24, 4, 6, 8, ул. Шоферов, 12
453;Маяковского 8 замена задвиж.Д=100, без ХВС Маяковского 2-12(четн.)
454;"п. Дачный: Центральная 6 из п/з Д=100; 4-ый Сельдинский 16 из п/з Д=100 без ХВС п. Дачный"
457;из п/з Д150. Без хвс Ученическая , Красносельская , Сурова , Старосельдинская
458;Рябикова 22 замена узла д=100
459;с. Кротовка ул. Магистральная 4 закрытие по письму. Без ХВС Родниковая, Садовая, Магистральная, Пшеничная,  Центральная.
460;Пониж.пар-ры ГВС – рем.работы на подающ.трубопроводе  - ул.Рябикова 106,106а, 110 к.1, 112, 85,85а, б-р Цветной 6, 9, ул.Отрадная 3,5,7,9, ул.Шолмова 45/1, 47. Раб. ПАО Т+
461;Московское шоссе 92 утечка из-под земли д=500. Без ХВС Автозавод, Автозапчасть, Механический, ул. Парниковая, ул. Азовская.
462;Волжская 47 замена задвижки д=150. Без ХВС Волжска, Ломоносова, Тельмана.
463;рем. работы на внутриквартальных сетях ул. Стасова 8
464;"Техн.откл.ХВС – рем.работы на внутридомов.инжен.сетях - ул.Рябикова 7. Раб. ООО ""Рассвет"""
465;Аблукова 41 устранение аварии на 6 водоводе Д=1000, закрыли 6 водовод
466;Пониж. параметры ГВС – рем. работы на обратном трубопроводе. Откл: ул. Московское шоссе 19, 21, 27, ул. Автозаводская 2/23, 3а, 4/5, 6, 8, 8а, ул. Полбина 7, ул. Лихачева 4, 4а, 12, 16/6, 24, ул. Достоевского 12, 17, 19, 22, б-р Западный 12, 18а, 20а, пл. Горького 11а, ул. Горького 2а/4, ул. Ростовская 13. Раб Т плюс
467;Димитровградское ш. / Жуковского переврезка в/сети д=76.
468;Кирова 50 утечка из-под земли д=100
469;Пролетарская 37 утечка из-под земли д=100
470;Малосаратовская 8 утечка из-под земли д=100.
471;Московское шоссе 2 утечка из п/з Д=400, без ХВС Московское шоссе 2,4,6,8,12(Промзона)
472;"1 Мая 38 утечка из п/з Д=76, без ХВС ул. 1 Мая , Свердлова-40 ч/д"
473;Гагарина 9 из п/з, Гагарина 9-11
474;Инзенская 39 скрытая утечка по т/трассе, без ХВС Инзенская 39,41, Локомотивная 106,112
475;Гончарова 52 утечка из колодца д=200
476;Л. Толстого 20 замена узла д=150.
477;Рябикова 47 утечка из-под земли д=300.
478;Аблукова 37 утечка из-под земли д=300.
479;пер. Аношина 2 утечка из колодца д=100
480;Федерации 56 из кол-ца Д=160, без ХВС Федерации 20-79 (четн. и неч.)
481;"Малосаратовская 6 из кол-ца Д=200, без ХВС Малосаратовская 2, 3а(д/сад № 159), 5,6(д/сад №6), 8;Железнодорожная 7; 12 Сентября 83"
482;Ипподромная 1в утечка из-под земли д=300. Без ХВС пос. Ипподром.
483;пос. Дачный ул. Степная 1 утечка из в/к д=400. Без ХВС пос. Дачный.
484;ул.Кооперативная, 63 утечка из п/з, Д=500. Без ХВС Верхнеполевая 15,17,19,21,23. Кооперативная, К. Маркса на пониж.давл.
485;ул.Кооперативная, 63 утечка из п/з, Д=600. Без ХВС Верхнеполевая 15,17,19,21,23. Кооперативная, К. Маркса на пониж.давл.
486;Б.Хмельницкого, 2а утечка из п/з Д=400. Без ХВС Б.Хмельницкого, 2а (жилой), Моск. шоссе 9 к1,к2, 28,30,32а,32 к1,56,64(админ.зд)
487;Отрадная, 8 утечка из кол-ца, Д=300. Без ХВС  Отрадная 8,14,16,18, Хо Ши Мина 13,25
488;Ремонтные работы на сетях УФ АО Энергосбыт плюс
489;Рябикова, 39 утечка из кол-ца, Д=300. Без ХВС  Рябикова 39,43,45
490;Московское шоссе, 85 ремонт задвижки, Д=100. Без ХВС Моск.шоссе 81,83,85, Полбина 61,61а,63,65
491;Кузнецова 7 утечка из колодца д=200.
492;пос. Дачный ул. Степная 2 утечка из колодца. Без ХВС ул. Степная.
493;План.откл.ГВС – замена приборов коммерческого учета тепловой энергии: Лен.Комсомола, 42,44,40 (д/с 207), Туполева, 20,24, Фестивальный, 13,22,15,11 (д/с 209),18, (шк.69), 20 (шк.89), Ульяновский, 15,13,11. Раб. Теплоком
494;Пониж.параметры ГВС – рем. работы на подающем трубопроводе: ул.Минаева, 48а,20,22,24,26,28,30,34,36,38,40,42,44,34,5,7,3,11, 12 Сентября, 106а (д/с),108, К.Либкнехта, 20,3,5,8,12, 14,4, 10,2, 22,16,18,6,17,9, Ленина, 62,64,74,80,82,84,88,94,96, Арх.Ливчака, 6, Л.Толстого,20,28,61,65а (34 МКД, 1 д/с, 4 адм.зд., 2 мед.уч., 8 частн.д.). Раб. Т плюс
495;ГВС на пониженных параметрах в связи с рем. работами на обратном трубопроводе: ул. Александра Невского 2а, 2Б корп.1,2,3,4,5. Раб. Т Плюс
496;Замена вводной задвижки при проведении работ по капитальному ремонту
497;План. откл. ГВС: замена приборов учета тепловой энергии: пр-т Авиастроителей 29,33,27,31, пр-т Туполева 28, пр-т Ульяновский 19,17,19, б-р Фестивальный 17,26,24,19. ПАО Т плюс
498;Дм. Ульянова 4 утечка из п/з Д=500, без ХВС Центр. часть города в границах улиц Спасская- Гончарова-Минаева-Ж. Дивизии-пер. Комсомольский-К. Маркса
499;"Ефремова 50а утечка из п/з Д=300, без ХВС Ефремова 45,47,51,57,63,69,73,73а,50,50а,52;Промышленная 6,8"
500;Винновка: 1 пер. Сельский 23 утечка из п/з Д=150, без ХВС п. Винновка
501;"30 пр. Инженерный 9 утечка из п/з , без ХВС "" Легран"",""Форш"", ""Камеко"""
502;Малосаратовская 3а утечка из кол-ца Д=100, без ХВС Малосаратовская 2, 3а( д/сад № 159), 5,6(д/сад  №6), 8,Пушкинская 3а(д/сад № 40), Железнодорожная 7, 12 Сентября 83
503;п.Дачный, 3 пер.Сельдинский, 30. Утечка из п/з, Д=100. Без ХВС  п.Дачный
504;Московское шоссе, 85 санация , Д=63. Без ХВС Моск. шоссе, 85
505;Федерации, 15 порыв труб-да ХВС при производстве работ подрядной организацией, Д=160. Без ХВС  Федерации 1-61
506;Матросова, 24 утечка  из колодца, Д=100. Без ХВС  Матросова 8-28, Л.Толстого 28-52
507;Промышленная 63 утечка из кол-ца, Д=100. Без ХВС  Промышленная 61-99 (нечетн.)
508;Промышленная, 6 утечка из п/з, Д=100. Без ХВС Промышленная 4, 6
509;Ефремова 139 утечка из п/з , без ХВС Ефремова 141,145а
510;Гагарина 26 утечка на вводе из п/з , без ХВС Гагарина 26(5 эт.)
511;К. Либкнехта 17 утечка из п/з Д=250, без ХВС К. Либкнехта 2-20( четн.), 1-17(неч.)
512;Самарская 8-10 утечка из п/з Д=100 , без ХВС Самарская 8,10, Рябикова 49
513;"Самарская 8 из п/з Д=100, без ХВС Самарская 8,10; Рябикова 21,21а, 25, 27,29,35-49(неч.), Кузоватовская 11,13,15"
514;п.Дачный, ул.Поселковая, 26 из п/з, Д=150. Без ХВС Поселковая 7-26, 1пер.Сельдинский 3-22, Карлинская 3-11
515;Жигулевская, 11 из кол-ца, Д=400. Без ХВС Корунковой 7-11, Фруктовая 1-6, Промышленная 65,66,79а,87,89,91,95,99, Шолмова 5,7,9,14
516;Артема, 17 из п/з, Д=300. Без ХВС Артема 11,15,17, Аблукова 73,75а,77
517;Радищева, 32а утечка из кол-ца, Д=100. Без ХВС Радищева 1-5, 16-34
518;Отрадная, 79 корп.2 из камеры, Д=300. Без ХВС Отрадная 79,79 к.1,2,3,4, Шигаева 3-11,  Рябикова 116,118,122
519;спуск Ст.Разина трещина в накопительном баке. Без ХВС сп. Ст.Разина 8, 33
520;План. откл. ГВС – проведение рем. работ на теплосетях. Откл: ул. Панорамная 75, 77, 79, 81
521;Техн. откл. ГВС – утечка на тепловых сетях: ул. Ленина 128,130
522;Отрадная 70б утечка из п/з Д=300, без ХВС Отрадная 60-76(четн.)
523;Аблукова, 41 утечка из п/з, Д=250. Без ХВС Аблукова 41, 41 корп.1,2,3
524;Минаева, 18 утечка из п/з, Д=100. Без ХВС Минаева 16, 18
525;Московское шоссе 28 из п/з Д=500, без ХВС Московское шоссе 28-44(четн.)-Промзона
526;Л. Шевцовой 54б корп.1 из кол-ца Д=100, без ХВС Л.Шевцовой 54б корп.1(10 эт.)
527;Чапаева 34 утечка из кол-ца Д=25, без ХВС Некрасова, пер. Банный, Чапаева,Галактионова-80 ч/д
528;Камышинская 26 из п/з Д=100, без ХВС Камышинская 26( 9эт.)
529;"Крымова 59 из кол-ца Д=100, без ХВС Крымова 59,61,63;Воробьева 99"
530;из п/з Д=200 . Без ХВС  Артема 11,59/7, Аблукова, 63
531;Октябрьская, 27 из п/з, Д=500. Без ХВС  пр. Полбина 10,12а, Октябрьская 22 стр.15, 22л
532;из п/з Д=100. Без ХВС  Рябикова, 17
533;Воробьева 15 из кол-ца , без ХВС Воробьева 1-15, Наб. р. Свияги 164-180
534;Ефремова 45 санация , без ХВС Ефремова 45-73(неч.)
535;"Артема 11 из п/з Д=100, без ХВС Артема 11,15(д/сад№ 179),17; Аблукова 73,75(д/сад №165),75а"
536;пер. Богданова 10 утечка из кол-ца Д=100, без ХВС Богданова, Горина,Алашеева, Хваткова, Красноярская
537;"утечка в подвале . Без хвс Ср.Венец 21,23;   21а,27 (админ. здания)"
538;из кол-ца, Д=150. Без ХВС Рябикова 48, 54б (супермаркет)
539;из п/з Д=150. Без ХВС Новая Кротовка
540;из п/з Д=100. Без ХВС  1 пер. Маяковского 2,4,6
541;из кол-ца, Д=100. Без ХВС 50 лет ВЛКСМ 24а,26а, пр. Высотный 2,3,4,5,6, пр. Полбина 24,26,28
542;ремонт задвижки, Д=50. Без ХВС  Транспортная 30-100 (частн. дома)
543;из п/з Д=100 Без ХВС Корунковой 7 подъезд 1
544;"Нариманова 73 замена задвиж. Д=150, без ХВС Нариманова 65,67,69,71,73; Ватутина 64(5 эт.)"
545;Горина 18 утечка из кол-ца Д=300, без ХВС п. Вырыпаевка
546;"3 пер. Сельдинский 20 ремонт задвиж. Д=150,без ХВС п. Дачный"
547;из п/з Д=100.Без хвс Корунковой 7 (1-2 п)
548;из п/з Д=100 Без хвс пр. Полбина 1,26,28
549;из в/к Д-150. Без хвс Окт. 30б,32,36
550;замена з-ки Д-150. Без хвс Ср. Венец 21
551;из п/з Д=100 Без хвс 12 Сентября 7б(д/с №257)
552;из п/з Д=150. Без ХВС  п. Новосельдинский.
553;из п/з Д=100 Без ХВС  Верхнеполевая 15,17,19,21,23
554;Промышленная 83 и 93 ремонт задвижек, Д=300. Без ХВС  Промышленная 63-99
